product_id,product_name,price,category,brand,stock_quantity,release_date
966,Ms,407.88,home goods,Feedfire,94,5/16/2020
967,Honorable,649.53,electronics,Oloo,860,2/6/2021
968,Mrs,279.14,beauty,Jazzy,350,5/21/2014
969,Dr,657.28,home goods,Yacero,936,5/6/2010
970,Mr,856.92,clothing,Tazz,501,4/21/2017
971,Mr,825.42,toys,Jabberstorm,562,12/30/2017
972,Mrs,573.45,electronics,Flashdog,481,1/24/2015
973,Ms,720.45,clothing,Edgepulse,917,7/21/2017
974,Honorable,92.51,clothing,Rhycero,717,1/25/2010
975,Rev,604.19,home goods,Skippad,24,6/11/2017
976,Honorable,305.77,beauty,Feednation,232,8/1/2014
977,Mrs,472.69,beauty,Skinte,997,7/3/2017
978,Ms,678.42,clothing,Meemm,838,1/31/2015
979,Ms,997.01,home goods,Thoughtmix,680,8/4/2010
980,Ms,363.75,toys,Trudeo,187,8/21/2019
981,Ms,499.66,toys,Jabbersphere,506,9/30/2020
982,Mr,750.56,beauty,Fivespan,780,10/7/2020
983,Mrs,571.08,toys,Twimbo,182,11/28/2019
984,Ms,646.47,toys,Tagtune,594,10/25/2011
985,Rev,59.17,home goods,BlogXS,268,10/8/2020
986,Mr,843.29,home goods,Leenti,252,2/10/2014
987,Honorable,962.98,clothing,Eabox,929,11/30/2013
988,Ms,226.7,electronics,Voolia,145,2/12/2012
989,Honorable,641.54,beauty,Ooba,486,1/7/2011
990,Mrs,117.95,electronics,Brainbox,383,6/1/2019
991,Rev,546.5,beauty,Skyvu,511,11/12/2014
992,Mr,316.53,home goods,Babbleset,475,12/15/2014
993,Mr,397.61,clothing,Skinte,497,5/4/2019
994,Dr,322.06,toys,Fatz,581,6/18/2017
995,Rev,484.44,home goods,Plajo,603,5/11/2012
996,Ms,90.38,electronics,Skimia,896,6/14/2022
997,Dr,947.69,electronics,Thoughtstorm,531,1/14/2020
998,Mr,671.08,electronics,Brainverse,468,5/17/2012
999,Ms,479.57,electronics,Oba,766,5/25/2014
1000,Dr,819.83,toys,InnoZ,259,9/6/2021
